...1,Marca:,Modelo Base:,Versão:,Ano:,Combustível:,Propulsão:,Configuração:,Garantia:,Lugares:,Portas:,Porte:,Procedência:,Valor FIPE:,Alimentação:,Aspiração:,cilindros,tipo_cilindro,Comando de Válvulas:,Disposição:,Instalação:,Razão de Compressão:,Válvulas por Cilindro:,Variação do Comando:,Acoplamento:,Câmbio:,Quantidade de Marchas:,Tração:,Pneus Dianteiros:,Pneus Traseiros:,Freios Dianteiros:,Freios Traseiros:,Suspensão Dianteira:,Elemento Elástico da Suspensão:,Suspensão Traseira:,Assistência de Direção:,Coeficiente de Arrasto:,url,id,Plataforma:,Código do Câmbio:,Acionamento do Comando:,Observações:,Código do Motor:,Geração:,Série:,Tuchos:,Pneu Estepe:,Capacidade de Bateria:,Potência de recarga:,Viscosidade do óleo:,valor_fipe,valor_data,garantia_em_anos,valvulas_por_cilindro,quantidade_de_marchas,geracao,coeficiente_de_arrasto
573,Bmw,750i,750i 4.4 V8,2015,Gasolina,Combustão,Sedã,2 anos,5,4,Grande,Importado,R$ 272.000 (09/2024),Injeção direta,Turbocompressor,8,em V,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,10:1,4,Admissão e escape,Conversor de torque,Automático,8,Traseira,245/40 R19,275/35 R19,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola pneumática,"Independente, braços sobrepostos",Eletro-hidráulica,"0,28",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N63B44TU,5,F01,NA,NA,NA,NA,NA,272000,09/2024,2,4,8,5,0.28
574,Bmw,I3,I3 REX Full,2015,Eletricidade,Elétrico,Hatch,2 anos,4,4,Compacto,Importado,R$ 122.510 (09/2024),Injeção multiponto,Natural,2,NA,Duplo no cabeçote,Transversal,Traseiro,"10,6:1",4,NA,NA,Automático,1,Traseira,155/60 R20,175/55 R20,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-Hidráulica,"0,3",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,Motor a combustão como gerador,W20K06A,NA,NA,NA,NA,"27,2 kWh",NA,NA,122510,09/2024,2,4,1,NA,0.3
575,Bmw,I3,I3 REX,2015,Eletricidade,Elétrico,Hatch,2 anos,4,4,Compacto,Importado,R$ 124.062 (09/2024),Injeção multiponto,Natural,2,NA,Duplo no cabeçote,Transversal,Traseiro,"10,6:1",4,NA,NA,Automático,1,Traseira,155/70 R19,175/65 R19,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-Hidráulica,"0,3",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,Motor a combustão como gerador,W20K06A,NA,NA,NA,NA,"27,2 kWh",NA,NA,124062,09/2024,2,4,1,NA,0.3
576,Bmw,I8,I8 1.5 Turbo,2015,Híbrido,Híbrido Plug-in,Cupê,2 anos,4,2,Grande,Importado,R$ 605.366 (09/2024),Injeção direta,Turbocompressor,3,em linha,Duplo no cabeçote,Transversal,Central,"9,5:1",4,Admissão e escape,Conversor de torque,Automático,6,Integral sob demanda,195/50 R20,215/45 R20,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",Elétrica,"0,26",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,B38K15T0,NA,NA,NA,NA,"7,1 kWh",NA,NA,605366,09/2024,2,4,6,NA,0.26
577,Bmw,M4,M4 3.0 Turbo,2015,Gasolina,Combustão,Cupê,2 anos,4,2,Médio,Importado,R$ 338.346 (09/2024),Injeção direta,Turbocompressor,6,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"10,2:1",4,Admissão e escape,Embreagem dupla a seco,Automatizado,7,Traseira,255/40 R18,275/40 R18,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,34",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,S55B30T0,NA,F82,Hidráulicos,NA,NA,NA,NA,338346,09/2024,2,4,7,NA,0.34
578,Bmw,M4 Cabriolet,M4 Cabriolet 3.0 Turbo,2015,Gasolina,Combustão,Conversível,2 anos,4,2,Médio,Importado,R$ 353.856 (09/2024),Injeção direta,Turbocompressor,6,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"10,2:1",4,Admissão e escape,Embreagem dupla a seco,Automatizado,7,Traseira,255/40 R18,275/40 R18,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,34",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,S55B30T0,NA,F83,Hidráulicos,NA,NA,NA,NA,353856,09/2024,2,4,7,NA,0.34
579,Bmw,M6 Coupe,M6 Coupe 4.4 V8 biturbo,2015,Gasolina,Combustão,Cupê,2 anos,4,2,Grande,Importado,R$ 297.612 (09/2024),Injeção direta,Turbocompressor,8,em V,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,10:1,4,Admissão e escape,Embreagem dupla banhada a óleo,Automatizado,7,Traseira,265/35 R20,295/30 R20,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, braços sobrepostos",Eletro-hidráulica,"0,33",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,M-DKG 436,NA,NA,S63B44TU,3,F13,NA,NA,NA,NA,NA,297612,09/2024,2,4,7,3,0.33
580,Bmw,X1,X1 xDrive28i 2.0 Turbo,2015,Flex,Combustão,SUV,2 anos,5,4,Compacto,Nacional,R$ 91.583 (09/2024),Injeção direta,Turbocompressor,4,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,10:1,4,Admissão e escape,Conversor de torque,Automático,8,Integral sob demanda,225/50 R18,225/50 R18,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",Hidráulica,"0,33",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N20B20,1,E84,NA,NA,NA,NA,NA,91583,09/2024,2,4,8,1,0.33
581,Bmw,X1,X1 sDrive20i 2.0 Turbo,2015,Flex,Combustão,SUV,2 anos,5,4,Compacto,Nacional,R$ 87.352 (09/2024),Injeção direta,Turbocompressor,4,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,10:1,4,Admissão e escape,Conversor de torque,Automático,8,Traseira,225/50 R18,225/50 R18,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Hidráulica,"0,33",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N20B20,1,E84,NA,NA,NA,NA,NA,87352,09/2024,2,4,8,1,0.33
582,Bmw,X3,X3 xDrive20i X-Line 2.0,2015,Gasolina,Combustão,SUV,2 anos,5,4,Médio,Importado,R$ 102.096 (09/2024),Injeção direta,Turbocompressor,4,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,10:1,4,Admissão e escape,Conversor de torque,Automático,8,Integral sob demanda,255/45 R18,255/45 R18,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,33",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N20B20,2,F25,NA,NA,NA,NA,NA,102096,09/2024,2,4,8,2,0.33
583,Bmw,X4,X4 xDrive35i 3.0,2017,Gasolina,Combustão,SUV,2 anos,5,4,Médio,Importado,R$ 199.801 (09/2024),Injeção direta,Turbocompressor,6,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"10,2:1",4,Admissão e escape,Conversor de torque,Automático,8,Integral sob demanda,245/40 R20,275/35 R20,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,34",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N55B30M0,1,F26,Hidráulicos,NA,NA,NA,NA,199801,09/2024,2,4,8,1,0.34
584,Bmw,X4,X4 xDrive28i 2.0,2015,Gasolina,Combustão,SUV,2 anos,5,4,Médio,Importado,R$ 137.231 (09/2024),Injeção direta,Turbocompressor,4,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,10:1,4,Admissão e escape,Conversor de torque,Automático,8,Integral sob demanda,245/50 R18,245/50 R18,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,34",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N20B20,1,F26,NA,NA,NA,NA,NA,137231,09/2024,2,4,8,1,0.34
585,Bmw,X5,X5 xDrive35i 3.0,2017,Gasolina,Combustão,SUV,2 anos,5,4,Grande,Importado,R$ 208.693 (09/2024),Injeção direta,Turbocompressor,6,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"10,2:1",4,Admissão e escape,Conversor de torque,Automático,8,Integral sob demanda,275/40 R20,315/35 R20,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,31",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N55B30M0,3,F15,Hidráulicos,Kit de reparo e enchimento,NA,NA,NA,208693,09/2024,2,4,8,3,0.31
586,Bmw,X5,X5 xDrive30d 3.0,2015,Diesel,Combustão,SUV,2 anos,5,4,Grande,Importado,R$ 165.999 (09/2024),Injeção direta,Turbocompressor,6,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"16,5:1",4,NA,Conversor de torque,Automático,8,Integral sob demanda,275/40 R20,315/35 R20,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,31",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,NA,3,F15,Hidráulicos,Kit de reparo e enchimento,NA,NA,NA,165999,09/2024,2,4,8,3,0.31
587,Bmw,X5 M,X5 M50d 3.0,2016,Diesel,Combustão,SUV,2 anos,7,4,Grande,Importado,R$ 245.046 (09/2024),Injeção direta,Turbocompressor,6,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,16:1,4,NA,Conversor de torque,Automático,8,Integral sob demanda,275/40 R20,315/35 R20,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola pneumática,"Independente, braços sobrepostos",Eletro-hidráulica,"0,35",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N57D30,3,F15,Hidráulicos,Kit de reparo e enchimento,NA,NA,NA,245046,09/2024,2,4,8,3,0.35
588,Bmw,X6,X6 xDrive50i 4.4 V8,2015,Gasolina,Combustão,SUV,2 anos,5,4,Grande,Importado,R$ 234.567 (09/2024),Injeção direta,Turbocompressor,8,em V,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,10:1,4,Admissão e escape,Conversor de torque,Automático,8,Integral permanente,255/50 R19,255/50 R19,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,32",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N63B44TU,2,F16,Hidráulicos,Kit de reparo e enchimento,NA,NA,NA,234567,09/2024,2,4,8,2,0.32
589,Bmw,125i,125i M Sport 2.0,2013,Gasolina,Combustão,Hatch,2 anos,5,4,Médio,Importado,R$ 109.066 (09/2024),Injeção direta,Turbocompressor,4,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,10:1,4,Admissão e escape,Conversor de torque,Automático,8,Traseira,225/40 R18,245/35 R18,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,32",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N20B20,2,F20,NA,NA,NA,NA,NA,109066,09/2024,2,4,8,2,0.32
590,Bmw,316i,316i 1.6 Turbo,2014,Gasolina,Combustão,Sedã,2 anos,5,4,Médio,Importado,R$ 99.154 (09/2024),Injeção direta,Turbocompressor,4,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"10,5:1",4,Admissão e escape,Conversor de torque,Automático,8,Traseira,205/60 R16,205/60 R16,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,27",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N13B16,6,F30,NA,NA,NA,NA,NA,99154,09/2024,2,4,8,6,0.27
591,Bmw,320i,320i Sport 2.0 Turbo,2014,Flex,Combustão,Sedã,2 anos,5,4,Médio,Importado,R$ 94.393 (09/2024),Injeção direta,Turbocompressor,4,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,11:1,4,Admissão e escape,Conversor de torque,Automático,8,Traseira,225/50 R17,225/50 R17,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,27",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N20B20,6,F30,NA,NA,NA,NA,NA,94393,09/2024,2,4,8,6,0.27
592,Bmw,320i,320i 2.0 Turbo,2014,Flex,Combustão,Sedã,2 anos,5,4,Médio,Importado,R$ 90.766 (09/2024),Injeção direta,Turbocompressor,4,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,11:1,4,Admissão e escape,Conversor de torque,Automático,8,Traseira,225/50 R17,225/50 R17,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,27",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N20B20,6,F30,NA,NA,NA,NA,NA,90766,09/2024,2,4,8,6,0.27
593,Bmw,320i Gt,320i Gt Sport 2.0 Turbo,2014,Gasolina,Combustão,Hatch,2 anos,5,4,Médio,Importado,R$ 94.393 (09/2024),Injeção direta,Turbocompressor,4,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,11:1,4,Admissão e escape,Conversor de torque,Automático,8,Traseira,245/45 R18,245/45 R18,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,29",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N20B20,6,F34,NA,NA,NA,NA,NA,94393,09/2024,2,4,8,6,0.29
594,Bmw,328i Gt,328i Gt M Sport 2.0 Turbo,2014,Gasolina,Combustão,Hatch,2 anos,5,4,Médio,Importado,R$ 105.170 (09/2024),Injeção direta,Turbocompressor,4,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,10:1,4,Admissão e escape,Conversor de torque,Automático,8,Traseira,245/40 R19,245/40 R19,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,29",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N20B20,6,F34,NA,NA,NA,NA,NA,105170,09/2024,2,4,8,6,0.29
595,Bmw,335i,335i M Sport 3.0,2014,Gasolina,Combustão,Sedã,2 anos,5,4,Médio,Importado,R$ 175.015 (09/2024),Injeção direta,Turbocompressor,6,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"10,2:1",4,Admissão e escape,Conversor de torque,Automático,8,Traseira,225/50 R17,225/50 R17,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,3",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N55B30M0,6,F30,Hidráulicos,NA,NA,NA,NA,175015,09/2024,2,4,8,6,0.3
596,Bmw,428i Cabriolet,428i Cabriolet Sport GP 2.0 Turbo,2014,Gasolina,Combustão,Conversível,2 anos,4,2,Médio,Importado,R$ 182.933 (09/2024),Injeção direta,Turbocompressor,4,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,10:1,4,Admissão e escape,Conversor de torque,Automático,8,Traseira,245/40 R19,245/40 R19,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,3",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N20B20,NA,F33,NA,NA,NA,NA,NA,182933,09/2024,2,4,8,NA,0.3
597,Bmw,435i,435i Coupé 3.0 Turbo,2014,Gasolina,Combustão,Cupê,2 anos,4,2,Médio,Importado,R$ 195.532 (09/2024),Injeção direta,Turbocompressor,6,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"10,2:1",4,Admissão e escape,Conversor de torque,Automático,8,Traseira,225/40 R19,255/35 R19,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,3",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N55B30M0,NA,F32,Hidráulicos,NA,NA,NA,NA,195532,09/2024,2,4,8,NA,0.3
598,Bmw,535i,535i M Sport 3.0 biturbo,2015,Gasolina,Combustão,Sedã,2 anos,5,4,Grande,Importado,R$ 153.696 (09/2024),Injeção direta,Turbocompressor,6,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"10,2:1",4,Admissão e escape,Conversor de torque,Automático,8,Traseira,245/40 R19,245/40 R19,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,26",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N55B30M0,6,F10,Hidráulicos,NA,NA,NA,NA,153696,09/2024,2,4,8,6,0.26
599,Bmw,650i,650i Gran Coupé 4.4 V8 biturbo,2013,Gasolina,Combustão,Sedã,2 anos,4,4,Grande,Importado,R$ 274.095 (09/2024),Injeção direta,Turbocompressor,8,em V,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,10:1,4,Admissão e escape,Conversor de torque,Automático,8,Traseira,245/40 R19,275/35 R19,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,29",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N63B44TU,3,F06,NA,NA,NA,NA,NA,274095,09/2024,2,4,8,3,0.29
600,Bmw,750i,750i M Sport 4.4 V8,2014,Gasolina,Combustão,Sedã,2 anos,5,4,Grande,Importado,R$ 233.945 (09/2024),Injeção direta,Turbocompressor,8,em V,Duplo no cabeçote,Longitudinal,Dianteiro,10:1,4,Admissão e escape,Conversor de torque,Automático,8,Traseira,245/40 R19,275/35 R19,Disco ventilado,Disco ventilado,"Indep., braços sobrepostos",Mola pneumática,"Indep., braços sobrepostos",Eletro-hidráulica,"0,28",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,Corrente,NA,N63B44TU,5,F01,Hidráulicos,NA,NA,NA,NA,233945,09/2024,2,4,8,5,0.28
601,Bmw,X1,X1 sDrive20i 2.0 Turbo,2014,Gasolina,Combustão,SUV,2 anos,5,4,Compacto,Importado,R$ 85.437 (09/2024),Injeção direta,Turbocompressor,4,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,10:1,4,Admissão e escape,Conversor de torque,Automático,8,Traseira,225/50 R18,225/50 R18,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Hidráulica,"0,33",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N20B20,1,E84,NA,NA,NA,NA,NA,85437,09/2024,2,4,8,1,0.33
602,Bmw,X5,X5 xDrive50i 4.4 V8,2014,Gasolina,Combustão,SUV,2 anos,5,4,Grande,Importado,R$ 166.137 (09/2024),Injeção direta,Turbocompressor,8,em V,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,10:1,4,Admissão e escape,Conversor de torque,Automático,8,Integral permanente,255/50 R19,255/50 R19,Disco ventilado,Disco ventilado,"Independente, braços sobrepostos",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,33",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N63B44TU,3,F15,Hidráulicos,Kit de reparo e enchimento,NA,NA,NA,166137,09/2024,2,4,8,3,0.33
603,Bmw,Z4,Z4 sDrive 35i 3.0 Turbo,2014,Gasolina,Combustão,Conversível,2 anos,2,2,Médio,Importado,R$ 250.123 (09/2024),Injeção direta,Turbocompressor,6,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"10,2:1",4,Admissão e escape,Embreagem dupla a seco,Automatizado,7,Traseira,225/35 R19,225/30 R19,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,35",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,NA,NA,NA,N54B30,2,E89,Hidráulicos,NA,NA,NA,NA,250123,09/2024,2,4,7,2,0.35
604,Bmw,320i,320i Sport 2.0 Turbo,2013,Gasolina,Combustão,Sedã,2 anos,5,4,Médio,Importado,R$ 87.499 (09/2024),Injeção direta,Turbocompressor,4,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,11:1,4,Admissão e escape,Conversor de torque,Automático,8,Traseira,225/50 R17,225/50 R17,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,27",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N20B20,6,F30,NA,NA,NA,NA,NA,87499,09/2024,2,4,8,6,0.27
605,Bmw,320i,320i 2.0 Turbo,2013,Gasolina,Combustão,Sedã,2 anos,5,4,Médio,Importado,R$ 87.247 (09/2024),Injeção direta,Turbocompressor,4,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,11:1,4,Admissão e escape,Conversor de torque,Automático,8,Traseira,225/50 R17,225/50 R17,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,27",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N20B20,6,F30,NA,NA,NA,NA,NA,87247,09/2024,2,4,8,6,0.27
606,Bmw,328i,328i Sport 2.0 Turbo,2014,Gasolina,Combustão,Sedã,2 anos,5,4,Médio,Importado,R$ 105.170 (09/2024),Injeção direta,Turbocompressor,4,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,10:1,4,Admissão e escape,Conversor de torque,Automático,8,Traseira,225/45 R18,225/45 R18,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,29",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N20B20,6,F30,NA,NA,NA,NA,NA,105170,09/2024,2,4,8,6,0.29
607,Bmw,335i,335i Sport 3.0,2012,Gasolina,Combustão,Sedã,2 anos,5,4,Médio,Importado,R$ 145.975 (09/2024),Injeção direta,Turbocompressor,6,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"10,2:1",4,Admissão e escape,Conversor de torque,Automático,8,Traseira,225/50 R17,225/50 R17,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,3",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N55B30M0,6,F30,Hidráulicos,NA,NA,NA,NA,145975,09/2024,2,4,8,6,0.3
608,Bmw,640i,640i Gran Coupé 3.0 Turbo,2013,Gasolina,Combustão,Sedã,2 anos,5,4,Grande,Importado,R$ 158.673 (09/2024),Injeção direta,Turbocompressor,6,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"10,2:1",4,Admissão e escape,Conversor de torque,Automático,8,Traseira,245/40 R19,245/40 R19,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,29",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N55B30,3,F06,Hidráulicos,NA,NA,NA,NA,158673,09/2024,2,4,8,3,0.29
609,Bmw,X3,X3 xDrive28i 2.0,2013,Gasolina,Combustão,SUV,2 anos,5,4,Médio,Importado,R$ 96.735 (09/2024),Injeção direta,Turbocompressor,4,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,10:1,4,Admissão e escape,Conversor de torque,Automático,8,Integral sob demanda,255/45 R18,255/45 R18,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,35",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N20B20,2,F25,NA,NA,NA,NA,NA,96735,09/2024,2,4,8,2,0.35
610,Bmw,Z4,Z4 sDrive 20i 2.0,2013,Gasolina,Combustão,Conversível,2 anos,2,2,Médio,Importado,R$ 194.524 (09/2024),Injeção direta,Turbocompressor,4,em linha,Duplo no cabeçote,Longitudinal,Dianteiro,10:1,4,NA,Conversor de torque,Automático,8,Traseira,225/25 R19,255/30 R19,Disco ventilado,Disco ventilado,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,34",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,NA,2,E89,NA,NA,NA,NA,NA,194524,09/2024,2,4,8,2,0.34
611,Bmw,116i,116i 1.6 Turbo,2012,Gasolina,Combustão,Hatch,2 anos,5,4,Médio,Importado,R$ 80.974 (09/2024),Injeção direta,Turbocompressor,4,em linha,"Duplo no cabeçote, corrente",Longitudinal,Dianteiro,"10,5:1",4,Admissão e escape,Conversor de torque,Automático,8,Traseira,195/55 R16,195/55 R16,Disco ventilado,Disco sólido,"Independente, McPherson",Mola helicoidal,"Independente, multibraço",Eletro-hidráulica,"0,31",https://guiacarros.com.br/ficha-carro/chevrolet-spin-advantage-18-at-2017,999,NA,ZF 8HP,NA,NA,N13B16,2,F20,NA,NA,NA,NA,NA,80974,09/2024,2,4,8,2,0.31
