ID,infoteinimento,infoteinimento_n
451,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,Filmagem do percurso ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Sistema de som Harman Kardon ,Tela para entretenimento traseiro ,Termômetro da água do motor ,TV digital ,Visão remota através de aplicativo ,Volante multifuncional",454
452,"Carregador de celular por indução ,CD player ,Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,Filmagem do percurso ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Informações do veículo via aplicativo ,Navegador GPS ,Rádio ,Reconhecimento de placas de trânsito ,Serviço de concierge ,Sistema de som Harman Kardon ,Tela para entretenimento traseiro ,Termômetro da água do motor ,TV digital ,Visão remota através de aplicativo ,Volante multifuncional",602
453,"Carregador de celular por indução ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Filmagem do percurso ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Informações através de aplicativo ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",376
454,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",296
455,"Carregador de celular por indução ,CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Destravamento do veículo através de aplicativo ,Espelhamento da tela do celular ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Leitor de placas de sinalização ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",423
456,"Carregador de celular por indução ,CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Destravamento do veículo através de aplicativo ,Espelhamento da tela do celular ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Leitor de placas de sinalização ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",423
457,"Carregador de celular por indução ,CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Destravamento do veículo através de aplicativo ,Espelhamento da tela do celular ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Leitor de placas de sinalização ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",423
458,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,HD interno ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",290
459,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Roteador Wi-Fi ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",294
460,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,HD interno ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Informações através de aplicativo ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",325
461,"Carregador de celular por indução ,CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Filmagem do percurso ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Visão remota do veículo através de aplicativo ,Volante multifuncional",411
462,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Filmagem do percurso ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Informações através de aplicativo ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Visão remota através de aplicativo ,Volante multifuncional",377
463,"Carregador de celular por indução ,CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Destravamento do veículo através de aplicativo ,Espelhamento da tela do celular ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Informações do veículo através de aplicativo ,Navegador GPS ,Rádio ,Serviço de concierge ,Visão remota do veículo através de aplicativo ,Volante multifuncional",454
464,"Carregador de celular por indução ,CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Destravamento do veículo através de aplicativo ,Espelhamento da tela do celular ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Informações do veículo através de aplicativo ,Navegador GPS ,Rádio ,Serviço de concierge ,Visão remota do veículo através de aplicativo ,Volante multifuncional",454
465,"Blu-ray player ,CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão HDMi ,Conexão USB ,Conta-giros ,Destravamento do veículo através de aplicativo ,DVD player ,Espelhamento da tela do celular ,Filmagem do percurso ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Informações do veículo através de aplicativo ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Serviço de concierge ,Tela para entretenimento traseiro ,Termômetro da água do motor ,TV digital ,Volante multifuncional",541
466,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Serviço de concierge ,Volante multifuncional",267
468,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,HD interno ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",290
469,"Carregador de celular por indução ,CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Destravamento do veículo através de aplicativo ,Espelhamento da tela do celular ,Filmagem do percurso ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Informações do veículo através de aplicativo ,Leitor de placas de sinalização ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Visão remota do veículo através de aplicativo ,Volante multifuncional",526
470,"Carregador de celular por indução ,CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Destravamento do veículo através de aplicativo ,Espelhamento da tela do celular ,Filmagem do percurso ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Informações do veículo através de aplicativo ,Leitor de placas de sinalização ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Visão remota do veículo através de aplicativo ,Volante multifuncional",526
471,"Blu-ray player ,Carregador de celular por indução ,CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão HDMi ,Conexão USB ,Conta-giros ,Destravamento do veículo através de aplicativo ,DVD player ,Espelhamento da tela do celular ,Filmagem do percurso ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Informações do veículo através de aplicativo ,Leitor de cartão de memória ,Leitor de placas de sinalização ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,TV digital ,Visão remota do veículo através de aplicativo ,Volante multifuncional",621
472,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",295
473,"Carregador de celular por indução ,CD player ,Computador de bordo ,Conexão Bluetooth ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",341
474,"Carregador de celular por indução ,CD player ,Computador de bordo ,Conexão Bluetooth ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",312
475,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,Filmagem do percurso ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,TV digital ,Volante multifuncional",353
476,"Carregador de celular por indução ,CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,Filmagem do percurso ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Informações através de aplicativo ,Leitor de placas de sinalização ,Navegador GPS ,Rádio ,Serviço de concierge ,Tela para entretenimento traseiro ,Termômetro da água do motor ,TV digital ,Visão remota através de aplicativo ,Volante multifuncional",527
477,"Carregador de celular por indução ,CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,TV digital ,Volante multifuncional",342
478,"Carregador de celular por indução ,CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Destravamento do veículo através de aplicativo ,DVD player ,Espelhamento da tela do celular ,Filmagem do percurso ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Informações do veículo através de aplicativo ,Navegador GPS ,Rádio ,Serviço de concierge ,Tela para entretenimento traseiro ,Termômetro da água do motor ,TV digital ,Volante multifuncional",517
479,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",290
480,"Carregador de celular por indução ,CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Destravamento do veículo através de aplicativo ,Espelhamento da tela do celular ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Leitor de placas de sinalização ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",423
481,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",240
482,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Indicador de temperatura externa ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",192
483,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,HD interno ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",290
484,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,HD interno ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",290
485,"Carregador de celular por indução ,CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Filmagem do percurso ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Visão remota do veículo através de aplicativo ,Volante multifuncional",411
486,"Carregador de celular por indução ,CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Filmagem do percurso ,HD interno ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",347
487,"Carregador de celular por indução ,CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Filmagem do percurso ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",352
488,"Carregador de celular por indução ,CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Filmagem do percurso ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Visão remota do veículo através de aplicativo ,Volante multifuncional",411
489,"Blu-ray player ,CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão HDMi ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,Filmagem do percurso ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,TV digital ,Volante multifuncional",400
490,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Serviço de concierge ,Volante multifuncional",267
491,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Indicador de temperatura externa ,Leitor de cartão de memória ,Rádio ,Volante multifuncional",159
492,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",313
493,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",295
494,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",295
495,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,HD interno ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",290
496,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",295
497,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",295
498,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,HD interno ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",290
499,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Visão remota do veículo através de aplicativo ,Volante multifuncional",353
500,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,TV digital ,Visão remota do veículo através de aplicativo ,Volante multifuncional",378
501,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,Filmagem do percurso ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Tela para entretenimento traseiro ,Termômetro da água do motor ,TV digital ,Visão remota do veículo através de aplicativo ,Volante multifuncional",435
502,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,Filmagem do percurso ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Tela para entretenimento traseiro ,Termômetro da água do motor ,TV digital ,Visão remota do veículo através de aplicativo ,Volante multifuncional",435
503,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Tela para entretenimento traseiro ,Termômetro da água do motor ,TV digital ,Volante multifuncional",366
504,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,Filmagem do percurso ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Informações através de aplicativo ,Navegador GPS ,Rádio ,Serviço de concierge ,Tela para entretenimento traseiro ,Termômetro da água do motor ,TV digital ,Volante multifuncional",423
505,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",251
506,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",290
507,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Indicador de temperatura externa ,Rádio ,Termômetro da água do motor ,Volante multifuncional",182
508,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",290
509,"Carregador de celular por indução ,CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",342
510,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,HD interno ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Visão remota do veículo através de aplicativo ,Volante multifuncional",308
511,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",295
512,"Blu-ray player ,CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão HDMi ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,TV digital ,Volante multifuncional",390
513,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Serviço de concierge ,Volante multifuncional",267
514,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",313
515,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,HD interno ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",290
516,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Leitor de cartão de memória ,Leitor de placas de sinalização ,Navegador GPS ,Rádio ,Serviço de concierge ,Tela para entretenimento traseiro ,Termômetro da água do motor ,TV digital ,Volante multifuncional",428
517,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Leitor de cartão de memória ,Leitor de placas de sinalização ,Navegador GPS ,Rádio ,Serviço de concierge ,Tela para entretenimento traseiro ,Termômetro da água do motor ,TV digital ,Volante multifuncional",428
518,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",295
519,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",295
520,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Roteador Wi-Fi ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",294
521,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,HD interno ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",290
522,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,HD interno ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",290
523,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,HD interno ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",289
524,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,HD interno ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",289
525,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",290
526,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,Filmagem do percurso ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,TV digital ,Volante multifuncional",353
527,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,TV digital ,Volante multifuncional",319
528,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,TV digital ,Volante multifuncional",319
529,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,TV digital ,Volante multifuncional",319
530,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,TV digital ,Volante multifuncional",319
531,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Indicador de temperatura externa ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",185
532,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",290
533,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,HD interno ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",290
534,"Blu-ray player ,CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão HDMi ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,TV digital ,Volante multifuncional",390
535,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Serviço de concierge ,Volante multifuncional",267
536,"Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Indicador de temperatura externa ,Leitor de cartão de memória ,Rádio ,Volante multifuncional",159
537,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",245
